NCBI Gene ID	PValue	log2FC
403028	0.03573486	0.376787188
403033	0.704688023	0.083713888
403037	0.352896674	0.205886746
403041	0.789943389	0.054452173
403048	0.028221442	0.402834391
403052	0.118923871	0.37758899
403060	0.17302093	-0.167896075
403068	0.996269774	0.001215491
403075	0.714509039	0.219140018
403080	0.183125177	-0.375427228
403114	0.235794443	-0.502156806
403131	0.54532874	-0.429667002
403137	0.670906535	-0.402307641
403145	0.060226923	-0.498470532
403306	0.845786632	0.063723054
403310	6.28e-06	1.5984791
404039	0.695849531	0.120304818
404050	0.959581239	0.016897688
404210	0.005055571	1.02414735
404233	0.051179688	-0.183812985
404599	0.115729621	0.311745288
404604	0.868011246	-0.03022433
404608	0.553204401	0.218019867
404613	0.415656392	0.133118275
404619	0.282952993	0.757625634
404623	0.947380698	-0.025882442
404629	0.617072879	0.120497581
404633	0.898890891	-0.048021508
404729	0.858681544	-0.121557903
405755	0.58218467	-0.212911982
405759	0.890684174	-0.141031542
405766	0.98847181	-0.016277352
405770	0.814360675	0.268621857
405776	0.005756118	-0.648529447
405782	3.99e-07	-1.005341633
405787	0.091308279	0.463531199
405792	0.813051022	0.077458719
405797	0.013609119	-0.721297322
405801	0.999101548	-0.000370818
405805	0.318834122	0.206764045
405810	0.454852661	0.169928051
405815	0.442214378	0.722042022
405819	0.342022451	0.291697983
405823	0.751689727	-0.097020144
405829	0.000120058	-0.545937116
405834	0.035746063	0.432237973
405838	0.777360896	0.119997981
405843	0.688178233	0.155980937
405847	0.025455483	-0.619785682
405851	0.582756949	-0.086792513
405856	0.976304274	-0.012637502
405861	0.066353416	-0.276024609
405865	0.153058043	-0.281750142
405870	0.465667127	0.169725886
405875	0.283777227	-0.255839689
405880	0.386549633	-0.204500531
405886	0.000815798	2.546508154
405890	0.877742444	0.027585843
405894	0.70144724	0.178099058
405898	0.751873168	-0.05464641
406172	0.000648977	1.7530724
406206	0.259939362	0.326524631
406243	0.744036108	0.052974263
406248	0.75543326	-0.061579097
406252	0.071648456	-0.412659487
406258	0.526862449	-0.154047405
406264	0.669731662	0.076882428
406268	0.002553582	-0.551069607
406272	0.170537444	-0.456078236
406276	0.339022038	0.229251057
406281	0.657470877	-0.142022957
406286	0.555715391	-0.179707491
406290	0.569100959	0.132429052
406294	0.050245247	-0.641613576
406300	0.001753949	0.613123149
406307	0.641614165	0.292523427
406311	0.115007319	-0.317003787
406318	0.635249432	-0.37582577
406323	0.516435338	-0.631633106
406327	0.776038164	-0.091871061
406335	0.176003392	-0.125743377
406339	0.51492552	-0.301591168
406344	0.083630454	-0.312462794
406351	4.84e-05	-0.678581768
406356	0.659881723	0.182287465
406361	0.171007504	0.29950269
406368	0.451665371	-0.313331128
406374	0.195667801	-0.302465054
406383	0.587576313	0.136454618
406387	0.63988253	-0.226955911
406394	0.702863479	0.064359182
406402	0.735604937	-0.066582171
406407	0.042185617	-0.288778953
406412	0.345709512	-0.159360946
406416	0.436940407	0.189962824
406420	0.24217595	-0.159854049
406426	0.030240684	-0.32780588
406433	0.016527651	-0.660017825
406438	0.968131534	0.009608401
406443	1.36e-05	-0.65318963
406447	2.67e-06	-0.581026967
406453	0.836922702	-0.136508363
406460	0.429535788	0.164055855
406465	0.357944332	-0.218068592
406470	1.12e-05	-0.676418608
406474	0.505028523	-0.142155251
406479	0.270680154	-0.204375482
406485	0.333082605	0.508151805
406491	0.554512266	-0.212043842
406496	0.981339604	0.005344652
406508	0.002097258	-0.350471382
406513	0.216316796	-0.623898654
406519	0.68053552	-0.142003478
406525	0.839309594	0.060786171
406537	0.063937978	-0.420642073
406544	0.025965447	-0.457341229
406550	0.223789994	-0.22453369
406558	1.26e-05	-0.831575483
406562	0.044889951	-0.323528727
406566	0.085174736	0.257123487
406571	0.560164338	-0.138152356
406579	0.012902016	-0.245529468
406587	0.676388701	-0.124197209
406591	0.017344451	0.24573218
406598	0.389762876	0.19084976
406602	0.693172231	0.18346681
406608	0.020062426	-0.283548945
406614	0.057529892	-0.449023173
406621	0.568729721	0.120958371
406625	0.002674384	-0.427826235
406632	0.784204878	0.067295901
406640	0.109708739	0.210604275
406645	0.53526718	-0.127604553
406650	0.068819327	0.655685315
406658	0.405868637	-0.132682018
406662	0.922479775	-0.117985676
406669	0.669731662	0.066655673
406674	0.449685941	-0.119707721
406679	0.821762691	-0.047925576
406683	0.564064899	-0.131371613
406687	0.752692989	-0.071330887
406691	0.134052393	-0.224003843
406697	0.301812411	-0.20844442
406703	0.029328683	1.563762516
406709	0.721486756	0.167705911
406713	0.000654608	-0.51079289
406717	0.851794686	0.048392766
406723	0.479928107	-0.089778428
406727	0.180374539	0.45545443
406732	0.149343364	0.41281487
406738	0.104408835	0.364531175
406743	0.073893962	-0.162589314
406750	0.022962222	0.283041661
406755	0.214219662	0.260554919
406759	0.000196839	-0.408486105
406764	0.000148182	-0.880357001
406768	0.004037652	-0.31116972
406773	0.272998226	-0.239046905
406777	0.326369429	0.158597911
406782	0.496589493	0.186952534
406788	0.229898226	-0.237283278
406793	0.939872976	-0.066185715
406797	0.710522159	0.056925438
406801	0.917940774	0.07338385
406806	0.000196839	-0.333198117
406811	0.440389944	0.250881062
406815	0.961097336	-0.012655369
406823	0.570538817	0.160258627
406827	0.17150322	-0.22532495
406831	0.730613052	0.06799856
406837	0.652034131	0.10058497
406848	0.425782924	-0.125769508
406853	1.0	-1.653189103
406860	0.424505042	0.164522842
407079	0.856968599	-0.034002208
407615	0.043425959	-0.359713488
407621	0.012594579	0.877053555
407635	0.777745111	0.088283547
407642	0.190080323	-0.342592345
407650	0.08353038	0.370584267
407654	0.164414318	0.270841501
407658	0.430167352	-0.182264108
407663	0.867550242	-0.106468933
407668	0.82521769	-0.095511224
407673	0.233380198	0.268119338
407679	0.000222242	-0.670904555
407684	0.164444141	-0.258506193
407690	0.014125155	-1.045083165
407694	0.658646932	-0.054388988
407699	0.048721372	0.51841893
407707	0.836047484	-0.073696745
407715	0.835948094	0.11148347
407722	0.153596987	-0.3917134
407727	0.828843457	-0.053335266
407732	0.476425944	-0.121682066
407736	0.158152602	-0.72104851
407981	0.002674384	-0.371862092
407985	0.810242993	0.025401358
407989	0.103245997	-0.18608814
414329	0.909850368	-0.027992735
414846	0.17937018	0.299565645
414931	0.570113907	-0.114214683
415099	0.313286488	0.285852379
415103	0.729966602	0.175665329
415107	0.462995165	0.12619575
415137	0.905751432	0.036784343
415141	0.605350791	-0.088875031
415147	0.136101891	-0.384491911
415151	0.311561622	0.182337307
415157	0.011170254	0.664764755
415162	0.242840315	0.315059511
415167	0.196025652	0.471195446
415176	0.001223134	0.636918029
415180	0.086632141	-0.324570234
415185	8.15e-05	-0.399193435
415189	0.642082157	0.075053878
415193	0.326119145	0.166302542
415200	0.747543894	-0.116752751
415204	0.556807385	-0.168739012
415208	0.677733377	-0.118108174
415213	0.034218858	-0.285450774
415217	0.645638587	-0.067563705
415222	0.658878282	-0.085478131
415227	0.318834122	-0.221742186
415232	0.986190563	-0.011754201
415238	0.328415035	0.355229173
415242	0.212521464	0.182656565
415249	0.353640656	-0.304336315
415253	0.233176257	-0.409652854
431714	0.00914814	-0.671058916
431718	0.001346042	1.256747913
431723	0.629001526	0.221508625
431727	0.006619379	0.530314546
431732	0.939474259	-0.022938347
431738	0.325672649	-0.311150719
431744	0.463238928	0.255150929
431749	0.176041304	0.569367883
431756	0.703675831	-0.18294645
431763	0.350588503	-0.586938922
431767	0.883535252	0.036266271
431772	0.171791612	0.314782734
431777	0.74045039	0.326496768
432374	1.0	0.029865254
432385	0.438230232	-0.800007296
432390	0.413325213	0.201823005
436587	0.015969574	-0.350337472
436592	0.763895781	0.066486474
436596	0.194242828	0.377573204
436601	0.00236245	-0.918650797
436605	0.982023125	-0.011687985
436610	0.083537603	0.538308407
436617	0.291401915	-0.249804916
436621	0.102097784	1.167703507
436628	0.634387902	-0.11629579
436632	0.054666699	0.693393296
436636	0.006082312	-0.753363391
436640	0.013469748	0.537061287
436646	0.760636185	0.184783614
436650	0.815936956	-0.169291163
436654	0.026954147	-0.717327599
436658	0.110485253	-0.438866368
436664	0.008864886	-0.442209466
436669	0.001860272	1.078853747
436674	0.705570305	-0.154551925
436678	0.82482523	0.135653227
436682	0.306128471	0.202611858
436686	0.553722367	-0.599385607
436690	0.01473905	0.736174415
436695	0.174196439	0.331513629
436700	0.457926706	0.281790216
436704	0.849772289	0.066076118
436709	0.440389944	-0.284689943
436713	0.057041642	0.262252679
436718	0.970487876	-0.020960292
436723	0.777961277	0.084189504
436727	0.734016298	0.07044321
436732	0.785153825	-0.088808805
436736	0.430418184	-0.084207743
436742	0.144644338	-0.338090685
436746	0.004170796	-0.623245473
436751	0.149977526	0.440385305
436755	0.013509161	0.503505701
436760	0.508517462	0.264753209
436765	0.276319768	-0.498155002
436771	0.44162157	0.184221882
436776	0.878412894	-0.036953652
436782	0.616887672	-0.179966323
436789	0.03035138	-0.428883997
436793	0.738669399	0.071608595
436798	0.035945198	0.659386061
436805	0.941712032	-0.0355131
436809	0.281033249	0.369377717
436813	0.608607591	-0.149632703
436818	0.803503013	-0.124790956
436822	0.000518012	-0.553496355
436826	0.145620985	0.436143143
436830	0.050321519	0.618076554
436835	0.818594431	-0.04970878
436841	0.006464791	1.858905854
436845	0.669907229	-0.081513007
436850	0.06652017	0.43314983
436854	0.004071143	-0.710979368
436858	0.282612706	-0.3094894
436862	8.77e-08	-1.544079076
436868	0.010668197	0.397775159
436872	0.066262745	-1.079658674
436878	0.543139042	-0.141599893
436882	0.909916398	-0.056600644
436886	0.269134088	-0.183781336
436891	0.751873168	0.139789868
436896	0.134442305	-0.444324996
436900	0.871459345	-0.040747678
436905	0.328388923	-0.167818176
436909	0.543313611	-0.191642367
436914	9.16e-05	-0.541804955
436918	0.564986839	-0.129214875
436922	0.021016268	-0.324404605
436927	0.963227404	0.023926044
436931	0.339742304	0.185543086
436935	0.241101742	-0.441176405
436939	0.000672597	-0.44805068
436946	0.307891044	-0.207643324
436952	0.227328576	-0.39719271
436961	0.500252127	0.092165766
436966	0.20727016	-0.421743462
436970	0.365289934	1.236739801
436976	0.492186706	0.131892247
436982	0.132042544	0.277633969
436987	0.198267553	-0.402631293
436992	0.671223042	-0.132719299
436999	0.008482521	-0.428526885
437003	0.199103266	0.268066347
437008	0.773107675	0.088179443
437014	1.0	-0.287328057
437018	0.535847893	-0.185919699
437022	0.108392057	-0.295442097
437026	0.276332133	-0.464206793
442930	0.754812834	0.123374899
445021	0.770649668	-0.123064585
445027	0.183797226	-0.226755868
445033	0.358673494	-0.440166357
445038	0.528893903	-0.320622599
445042	0.496246808	0.255723494
445046	0.037191343	0.428248383
445050	0.632827764	0.096647904
445054	0.040556409	0.385911166
445059	0.129165947	0.464027528
445063	0.909347097	0.032252937
445070	0.981422103	-0.016264797
445076	0.025698384	-0.357062838
445081	0.96034299	-0.018630196
445085	0.91774431	0.034548856
445090	0.824923925	0.360750414
445094	0.387830037	-0.146584114
445098	0.184055444	0.27735908
445102	0.000926532	-0.538623525
445107	0.00331366	-0.498008202
445114	0.986947373	-0.007616282
445120	0.801727532	0.053359305
445125	0.030523041	-0.389734608
445130	0.142455018	-0.169753001
445136	0.974963401	-0.023169253
445140	0.768726493	-0.071430049
445144	0.363399324	0.339738168
445151	0.995284409	0.001163696
445156	0.084305535	0.202972701
445160	0.0085301	-0.610616605
445164	0.250259387	-0.281213059
445168	0.463269894	0.269624964
445173	0.641761768	-0.142880626
445178	0.631640654	0.08720979
445186	0.482087978	-0.108792695
445191	0.935742151	-0.035213714
445197	0.001197048	1.050030213
445201	5.52e-07	0.934433237
445205	0.854481872	-0.038974351
445210	0.379741717	-0.183834784
445214	0.647322876	0.093762981
445219	0.14313225	0.29817102
445223	0.001423739	-0.380331322
445230	0.78107089	-0.118571551
445235	0.116902225	-0.274739521
445240	0.651137001	0.089441575
445246	0.001281554	-0.676600827
445250	1.0	-1.032674681
445255	0.344592065	0.281893889
445277	0.836993872	-0.070805732
445282	0.394628529	-0.726093348
445286	0.428236922	0.06608695
445290	0.019043628	0.450813171
445296	0.073365092	-0.314496863
445301	0.525478857	-0.351441791
445306	0.832160981	-0.084292205
445310	0.857812972	0.05827956
445316	0.522630672	-0.125867588
445320	0.248628871	0.361970013
445325	0.03466347	0.590640807
445360	0.6442648	-0.142223257
445381	0.106593828	1.902544479
445386	0.048650235	-0.290778692
445390	0.968321656	0.00810713
445394	0.418748901	-0.228902414
445398	0.289727708	0.107878255
445403	0.896658239	0.031586528
445408	0.472732098	0.176307213
445413	0.421932835	-0.299662385
445474	0.00886994	0.757382236
445479	0.363212016	-0.147555771
445483	5.48e-05	-0.549199646
445490	0.496589493	0.178831048
445494	0.044465996	0.434499304
445499	0.084500171	-0.303476986
445505	0.416716078	-0.219856804
445510	0.722367619	0.21600254
445565	0.252203908	0.235215211
445818	0.430369157	-0.698408775
446117	0.059580108	-0.159772193
446168	0.432940444	0.129517664
447799	0.039107745	-0.224229415
447803	0.009113099	0.477196715
447807	0.534355259	-0.289728071
447811	0.301085385	0.19725898
447815	0.012627353	-0.288651562
447823	0.017933592	0.542785241
447829	0.145377361	-0.256146645
447833	0.481640343	-0.221601821
447838	0.146472448	0.294118331
447844	0.195328145	0.194313542
447849	0.238128322	-0.112806816
447854	0.099807638	-0.22813636
447858	0.928319995	0.023262562
447862	0.381320744	-0.184161971
447866	0.429642191	-0.207701073
447871	0.032722028	-0.672399519
447876	0.396739895	0.248092408
447881	0.487929254	0.320265843
447887	0.226236301	0.330857035
447891	0.815711311	-0.116279806
447896	0.850515221	-0.075713544
447901	0.31718002	-0.299049158
447906	0.022110045	-0.205791384
447910	0.446560491	-0.157566747
447914	0.830275506	-0.169980083
447919	0.424474509	-0.570204335
447923	0.522554252	0.35340612
447930	0.879974547	0.048988108
447934	0.003676915	0.321510298
447938	0.278922266	-0.160484979
447942	0.710522159	0.466942527
448857	0.30106851	-0.318995717
448885	0.660203037	0.105675733
449009	0.592352794	-0.070766172
449538	0.148306767	0.46669983
449542	0.326563337	-0.239771585
449548	0.247276753	-0.152081203
449554	0.902208035	-0.024827458
449615	0.047047253	-0.424542409
449650	0.688178233	0.167378762
449654	0.257705875	0.412999483
449660	0.293593695	0.1704035
449664	0.565712427	0.090183999
449674	0.109107914	0.42352652
449707	0.749932709	-0.11690733
449768	0.001051447	0.734533248
449775	0.021574042	0.85516553
449779	0.665918092	-0.193748991
449788	0.395681641	-0.403934154
449792	0.004516387	-0.62086609
449798	0.190247742	0.386031593
449809	0.984560572	0.004852479
449814	0.174480052	0.561490216
449819	0.843311972	0.070008024
449825	0.602378914	-0.348896573
449835	0.676821761	0.295093764
449846	0.20334903	-0.492823815
449862	0.21206219	0.205688133
449878	0.398971096	0.278965005
449925	0.000146767	-0.633364415
449937	0.257208907	0.304721466
449947	0.162533167	-0.226413401
449958	0.132721322	-0.366511089
449990	0.839354942	0.083716509
449996	0.839354942	-0.276473501
450002	0.959615701	-0.027111453
450006	0.844039033	0.077299402
450011	0.00405672	0.680704203
450015	0.178178193	0.584277969
450019	0.33598283	-0.232097073
450023	0.85933875	-0.034479347
450027	0.789012467	-0.18373103
450032	0.336514506	0.362650239
450038	0.545250392	-0.192745758
450042	0.069083432	0.500305989
450047	0.070862288	0.270247855
450051	0.071321116	-0.766159182
450055	0.170842639	-0.424028855
450059	0.015989556	-0.418317417
450064	0.351689767	0.269225541
450068	0.974897318	0.008093073
450076	0.897159331	0.057840812
450080	0.603256342	-0.174726393
450084	0.876250227	-0.066944482
474321	0.601257428	0.10894513
474325	0.754372166	-0.083488563
474329	0.69651548	-0.109360468
474346	0.009302782	-0.752262304
474353	0.84481221	-0.097357946
492332	0.105381767	-0.107384192
492339	0.925181507	-0.025254777
492344	0.694388912	-0.081993992
492350	0.158965106	-0.320845278
492356	0.703468268	0.099791031
492361	0.35054222	0.116508769
492366	0.231539969	0.204896603
492461	0.726550059	0.164055038
492467	0.261850189	0.280026342
492472	0.898328296	-0.051921774
492477	0.353338481	0.33784116
492481	0.733506999	-0.089910596
492485	0.878412894	0.060417127
492490	2.88e-05	-0.646846633
492494	0.044259136	-0.205815744
492501	0.193443235	0.438153395
492507	0.298126166	0.511727851
492512	0.139734805	0.478583178
492517	0.798321486	-0.090904796
492522	0.465561822	-0.251147926
492560	0.43508922	-0.30509912
492608	0.019759578	-0.216383748
492631	0.74709168	-0.114321043
492652	0.627429999	-0.088259846
492689	0.00267868	-0.454689982
492702	0.296874865	-0.305355456
492716	0.000337599	-0.445755619
492757	0.842966696	-0.094746527
492761	0.147683252	-0.291381062
492765	0.044582932	-0.385332502
492769	0.501391711	0.194036607
492774	0.014262715	-0.400258274
492779	0.116475369	0.293591017
492784	0.776768317	0.077321346
492790	0.460761345	-0.133799666
492795	0.142455018	0.398453101
492799	0.737000921	-0.068427249
492803	0.053174515	-0.538249804
492808	0.045933671	0.333772549
492813	0.760971307	-0.075902169
492817	0.986310694	-0.02400038
493596	0.004256189	1.122342422
493606	0.648427478	-0.114100639
493611	0.176397566	-0.13735371
493615	0.004501147	0.357781924
493629	0.864151732	-0.199323929
493780	0.170098271	-0.172913322
493916	0.809238008	-0.080470259
494034	0.228647433	-0.278137976
494038	0.02934598	0.306151362
494042	0.118897983	-0.317312966
494046	0.309276663	-0.155565548
494050	0.004461019	0.721209009
494054	0.35457107	0.360063249
494063	0.815241006	-0.052570867
494070	0.736321039	-0.108785486
494075	0.085965807	0.282645129
494079	0.279503666	0.369636812
494083	0.812553177	-0.050702725
494087	0.076436991	0.515034751
494091	0.110222646	0.338019088
494097	0.868394766	-0.064570837
494101	0.003822849	-0.408791162
494105	0.651754189	0.129010493
494109	0.899424104	-0.20192963
494129	0.991231583	0.010451938
494134	0.446442259	0.145405425
494153	0.305155752	0.179179952
494160	0.508416008	0.167503027
494166	0.238515473	0.30021164
494180	0.637388742	0.096178782
494455	0.031823868	1.360621603
494477	5.21e-05	0.867141856
494489	2.3e-06	-0.676197195
494494	0.196797292	0.508253542
494533	0.457926706	0.118010744
497076	0.497521758	-0.156120659
497126	0.574402128	0.367715854
497165	0.771055759	-0.072442535
497183	0.48279299	-0.25058568
497280	0.000569623	1.335106743
497284	0.822559721	-0.223228225
497317	0.201571762	-0.298729428
497366	0.183982601	0.877624993
497384	0.035124647	0.392736984
497400	0.918162973	0.043838412
497424	0.068868157	-0.705397795
497461	0.160484878	-0.128423905
497540	0.110222646	0.427585879
497576	0.317204518	0.348741279
497613	0.018336944	0.277942317
497637	0.356033489	0.241214019
497642	0.396103642	0.151095628
497647	0.092941293	-0.382387833
503514	0.265439979	0.197224019
503524	0.592968801	0.291787797
503529	1.0	1.729029586
503533	0.015148729	0.520615617
503564	0.289983793	0.738022703
503589	0.619827778	0.08413783
503593	0.506956234	0.137508378
503599	0.7895502	0.054396378
503603	0.384702593	-0.261412444
503607	0.698637243	0.088088702
503707	0.098218879	0.700581278
503712	0.35382723	-0.596957332
503730	0.010481835	-0.43130893
503734	0.260479277	-0.37037058
503738	0.001220654	-0.845888241
503743	0.339742304	-0.39224532
503748	0.237675225	-0.334403369
503752	0.516008035	-0.227386912
503756	0.240374421	0.215553157
503761	0.689198423	0.096648529
503765	0.741496841	0.149092273
503769	0.514538356	-0.134295639
503773	0.308632288	-0.204044612
503788	0.809703133	0.094215628
503869	0.695865307	-0.595843136
503885	0.837113079	0.05634288
503919	0.341717384	0.239817679
503934	0.722759998	-0.060638084
503942	0.431260539	-0.173972955
504036	0.508416008	-0.108955686
504044	0.781782883	0.053991637
504083	0.598921474	-0.111731799
504111	0.000110481	0.615560576
541316	0.981422103	0.005005729
541320	0.001321106	-1.179499574
541324	0.450989918	-0.322772741
541329	0.001474736	-1.44187913
541337	0.985889637	-0.00547683
541342	0.124295066	0.296876775
541347	0.823690954	0.058186514
541355	0.012855968	-0.521862139
541361	0.099490093	-0.320806148
541365	0.301639407	0.449723474
541370	0.016555605	-0.506362248
541376	0.430591809	0.296589206
541380	0.831529145	0.05098823
541386	0.372754051	-0.206667916
541390	0.205101311	-0.493431327
541394	0.835166168	-0.029697595
541401	0.972227246	-0.014057309
541405	0.658189206	-0.132953522
541409	0.030704902	-0.441514187
541415	0.254116284	0.140973542
541419	0.598491996	0.117009937
541423	0.3794527	-0.120079922
541428	0.58704036	0.180360048
541432	0.466141753	-0.207493478
541438	0.119758996	-0.493880391
541443	0.386547359	0.144334418
541448	0.562813487	-0.112466799
541478	0.493739293	0.129976236
541485	0.770147327	0.110040799
541489	0.014313245	-0.421648021
541493	1.63e-05	2.372421165
541498	0.026213842	-0.493770836
541504	0.361846697	0.093654613
541508	0.402955184	0.278366364
541512	0.840346647	0.08261501
541516	0.696103446	-0.107482599
541520	0.689578076	0.14763706
541525	0.745531045	0.107159944
541529	0.610762901	0.208614038
541535	0.54141366	0.138045039
541539	0.267423602	-0.279087095
541543	0.813393694	-0.139990105
541549	0.00188621	-1.144026229
544651	0.043761584	-0.351119482
544656	0.431453951	-0.148182576
544664	0.108393293	0.303028811
548339	0.536057654	-0.3159323
548343	0.371250814	-0.162256452
548347	0.111916651	-0.185261621
548604	0.322138832	0.237652067
548609	2.3e-06	-0.555532155
550129	0.040218227	-0.34995291
550134	0.319608335	0.200395843
550225	0.002704984	-1.304352564
550231	0.225712604	-0.433048865
550236	0.070862288	-0.411785251
550240	0.38351067	0.808237101
550245	0.18222331	-0.574371731
550249	0.211233573	0.388154421
550254	0.165880336	0.601213989
550259	9.84e-05	-0.755421602
550266	0.009798756	-0.595300397
550272	0.897148687	-0.043629333
550276	0.029700433	0.788012226
550282	0.626484356	-0.209588753
550286	0.820883617	0.054637767
550290	0.308667363	0.254446148
550324	0.634387902	-0.262559704
550328	0.429119749	0.275272089
550332	0.949388504	-0.017994347
550337	0.138041924	-0.734995306
550343	0.439549096	-0.45717216
550349	0.968456039	0.011992843
550355	0.123446833	-0.422190343
550360	0.07186346	0.32714978
550365	0.620324322	0.536418844
550369	0.771164076	-0.141573588
550373	0.397611552	0.438973541
550377	0.440787136	0.16557553
550384	0.27860817	-0.303738013
550389	0.013826303	-0.709512262
550396	0.724449063	0.082598773
550401	0.185159463	-0.238619156
550405	0.04450042	0.277090526
550409	0.254577102	0.289008953
550414	0.345195799	-0.220543609
550420	0.871952157	0.16148982
550424	0.010753071	-1.103413836
550429	0.121217013	-0.347124166
550433	0.359587402	0.408876061
550440	0.156592076	-0.282608302
550444	0.696713588	0.088555448
550449	0.511989393	-0.169075479
550453	0.512692488	-0.177565523
550458	0.155693955	-0.356740396
550463	0.382266627	-0.364573476
550467	0.052711649	0.644247347
550472	0.713392016	0.146140732
550476	0.79672914	-0.072156018
550480	0.267564829	0.633965145
550484	0.096232519	0.672338086
550494	0.015675974	-0.608777401
550499	0.921587792	0.027877302
550503	0.101812505	0.440971236
550509	0.890006295	-0.098815217
550513	0.022689275	-0.764052814
550517	0.45104073	-0.120532004
550521	0.170406058	0.297049745
550525	0.276138825	-0.394255615
550529	0.871536937	0.046359286
550535	0.783353678	0.128047418
550540	0.846638069	0.166418956
550547	0.039107745	-0.387688977
550553	0.488513793	0.396409081
550560	0.008708725	0.445871532
550565	0.714395697	-0.175894336
550569	0.744101557	0.115936756
550573	0.059603716	0.804278724
550579	0.082383475	0.335953652
550583	0.511617615	0.230728014
550588	0.604739485	0.124881867
550592	0.983424948	0.004994261
550599	0.965614814	0.022115321
550604	0.938671921	-0.05007745
550608	0.409294213	0.311960982
550629	0.295188669	-0.638673146
552928	0.122627123	0.583736511
552961	0.040620897	-0.180523745
552978	0.06495895	-0.318952648
552997	0.891411704	0.03419196
553020	0.89571396	0.04362351
553052	0.173315414	0.346146399
553068	0.174473358	-0.289866393
553130	0.18597244	0.174571209
553164	0.724525462	-0.057383467
553178	0.778087443	-0.161699469
553185	0.564250979	0.488879456
553189	0.520564469	0.07610253
553201	0.208315567	0.258189243
553210	0.051940916	0.279143518
553214	0.725936541	0.112420304
553223	0.926895209	-0.044623963
553230	0.6710767	-0.173738665
553237	0.965987873	0.014376061
553243	0.918015441	-0.082771819
553250	0.006423402	-0.71819748
553257	0.159542198	-0.214971433
553264	0.000166089	0.407261758
553269	0.125367407	-0.87939201
553275	0.089122617	-0.227819646
553280	0.24217595	0.80568046
553288	0.835665765	0.030796175
553294	0.252859374	0.421542902
553299	0.242840315	-0.883983701
553303	0.230994281	0.248965358
553307	0.01318872	-0.467477995
553313	0.350562558	0.421352153
553318	0.018724891	-0.334431295
553322	0.004286689	-0.863901517
553326	0.00868931	0.432174951
553330	0.022303812	-0.206210179
553337	0.279175076	-0.209447982
553347	0.110240124	-0.395449248
553351	0.909032787	0.019491863
553355	0.457452651	-0.084928176
553360	0.041849535	0.260794026
553366	0.238756505	-0.81347113
553371	0.135964084	-0.339401708
553377	0.000919111	-0.906705395
553384	0.889809186	-0.102679065
553392	0.003463497	1.207078567
553399	0.754066049	0.105771981
553404	0.123869276	-0.242618091
553410	0.757726466	0.06423503
553414	0.237166934	-0.281841008
553420	0.088701869	-0.337710612
553427	0.350562558	0.22806184
553436	0.561343834	-0.23656564
553441	0.991333891	0.005098078
553446	0.82879274	0.161461124
553451	0.932078885	-0.017123568
553459	0.910115821	0.015792261
553464	0.034449886	-0.817144672
553468	0.461458905	-0.15663949
553473	0.225814073	-0.307842332
553483	0.736376478	-0.163788467
553489	0.967894391	0.011309207
553494	0.475893108	-0.093715862
553501	0.667708289	-0.071687547
553506	0.813773593	-0.044742824
553510	0.010269941	1.28906951
553515	0.298677078	0.249836519
553519	0.007334504	-0.951738488
553526	0.089075367	0.660923475
553530	0.504380833	-0.531819757
553534	0.339898097	-0.285508922
553543	0.07842962	0.586065418
553549	0.098376436	0.954188342
553554	0.344592065	0.182874424
553561	0.889270679	0.051025681
553567	0.205224385	-0.309150425
553572	0.758516916	0.074478851
553576	0.854093542	-0.119765424
553582	0.596569206	-0.14685354
553586	0.556860675	-0.371573503
553590	0.337624081	0.184879713
553596	0.106051542	0.444096499
553600	0.116511385	-0.317509117
553605	0.132640808	-0.437379285
553609	0.412505098	0.388872577
553614	0.795782767	0.078468643
553618	0.888539718	-0.063755069
553623	0.658646932	-0.483378057
553627	0.191317485	0.225901406
553631	0.160547938	-0.38554526
553637	0.603256342	0.150223645
553644	0.939872976	0.024396386
553650	0.252001673	0.341832703
553654	0.431634962	0.153022542
553658	0.158152602	-0.265332468
553663	1.0	1.444326235
553667	0.41126857	-0.257279568
553672	0.789314126	0.072833168
553676	0.003927325	0.940111898
553681	0.795782767	0.067607452
553685	0.476213558	0.13307262
553689	0.557501413	-0.306935709
553693	0.483735422	-0.145516321
553697	0.60645226	0.112402876
553701	0.851561025	0.197994003
553706	0.630642333	0.135140384
553710	0.268955394	-0.487422068
553716	0.519383248	0.218130787
553721	0.038231739	-0.335454597
553725	0.800108925	0.048714149
553730	0.046013808	0.669882313
553736	0.501154981	-0.171759261
553743	0.774140644	0.073403063
553749	0.24598106	0.411206992
553754	0.027836271	0.379841752
553760	0.514398878	-0.227886195
553764	0.253440209	-0.297042533
553769	0.271339625	0.276424936
553774	0.178672506	-0.70369414
553778	0.206696971	-0.299018467
553785	0.647066044	-0.077065284
553792	0.097134747	0.375672261
553798	0.494050293	-0.453910861
553802	0.068162517	0.506085116
553806	0.248309301	0.305588358
553814	0.825911543	0.19340683
553943	0.12876148	-0.979058629
553949	0.182592315	0.18790234
553974	0.402453126	0.808874406
553983	0.550960167	-0.229461857
554047	0.606706535	0.356399482
554091	0.624998813	0.195769637
554096	0.231916697	-0.289969359
554102	0.056464328	-0.368620742
554108	0.61409708	-0.092888312
554119	0.470823868	0.115687753
554127	0.491200938	-0.147074459
554131	0.000895623	0.564498882
554136	0.386747193	0.176485882
554140	0.216837691	-0.302683895
